연번,발생일자,사고유형,발생역,발생시간,비고
967,2023-04-27,열차내 사고,동인천역,16:40:00,
968,2023-04-27,발빠짐,서울(1)역,12:36:00,
969,2023-04-26,열차내 사고,오류동역,13:30:00,
970,2023-04-25,열차내 사고,낙성대역,08:30:00,
971,2023-04-25,열차내 사고,삼성역,08:38:00,
972,2023-04-24,열차내 사고,하남시청역,18:10:00,
973,2023-04-22,출입문관련,방이역,15:07:00,
974,2023-04-21,열차내 사고,천왕역,09:40:00,
975,2023-04-21,역구내 사고,건대입구(7)역,11:00:00,
976,2023-04-19,출입문관련,사당(4)역,09:28:00,
977,2023-04-19,출입문관련,하계역,10:38:00,
978,2023-04-19,발빠짐,고속터미널(7)역,15:28:00,
979,2023-04-18,승강설비관련,대흥역,08:18:00,
980,2023-04-18,출입문관련,충무로(3)역,16:06:00,
981,2023-04-17,역구내 사고,창동역,13:39:00,
982,2023-04-13,열차내 사고,신림역,18:44:00,
983,2023-04-13,발빠짐,구파발(3)역,11:32:00,
984,2023-04-12,역구내 사고,사당(4)역,16:06:00,
985,2023-04-12,역구내 사고,사당(2)역,15:15:00,
986,2023-04-11,역구내 사고,사당(2)역,07:13:00,
987,2023-04-10,발빠짐,동대문(1)역,17:15:00,
988,2023-04-09,출입문관련,사당(2)역,12:51:00,
989,2023-04-08,발빠짐,아현역,12:47:00,
990,2023-04-08,발빠짐,신촌역,12:47:00,
991,2023-04-06,열차내 사고,고객의소리,19:00:00,
992,2023-04-06,열차내 사고,송정역,18:58:00,
993,2023-04-05,출입문관련,광명사거리역,08:35:00,
994,2023-04-05,역구내 사고,모란역,09:26:00,
995,2023-04-04,역구내 사고,남한산성입구역,20:36:00,
996,2023-04-04,출입문관련,김포공항(5)역,15:38:00,
997,2023-04-03,열차내 사고,동대문(1)역,12:18:00,
998,2023-04-02,출입문관련,미사역,11:24:00,
999,2023-04-01,출입문관련,동작역,11:50:00,
1000,2023-04-01,출입문관련,신당(2)역,18:03:00,
1001,2023-03-31,출입문관련,신도림(1)역,17:41:00,
1002,2023-03-30,발빠짐,종로3가(3)역,08:28:00,
1003,2023-03-28,승강설비관련,고속터미널(7)역,12:11:00,
1004,2023-03-27,출입문관련,불광(3)역,18:57:00,
1005,2023-03-27,출입문관련,창동역,07:23:00,
1006,2023-03-25,승강설비관련,까치산(5)역,22:30:00,
1007,2023-03-25,열차내 사고,시청(1)역,14:20:00,
1008,2023-03-24,출입문관련,노원(4)역,16:00:00,
1009,2023-03-24,출입문관련,동대문역사문화공원(4)역,18:09:00,
1010,2023-03-23,출입문관련,연신내(3)역,11:45:00,
1011,2023-03-23,발빠짐,개화산역,12:02:00,
1012,2023-03-22,발빠짐,고속터미널(7)역,20:49:00,
1013,2023-03-22,발빠짐,방배역,18:27:00,
1014,2023-03-22,출입문관련,수락산역,00:55:00,
1015,2023-03-22,열차내 사고,암사역,18:20:00,
1016,2023-03-21,열차내 사고,장한평역,19:05:00,
1017,2023-03-21,출입문관련,영등포시장(5)역,09:47:00,
1018,2023-03-21,승강설비관련,새절역,06:04:00,
1019,2023-03-20,출입문관련,삼송역,09:17:00,
1020,2023-03-19,발빠짐,동묘앞(1)역,15:59:00,
1021,2023-03-18,승강설비관련,약수(6)역,19:30:00,
1022,2023-03-14,출입문관련,천호(8)역,14:59:00,
1023,2023-03-14,출입문관련,모란역,14:59:00,
1024,2023-03-13,열차내 사고,서울(1)역,00:00:00,
1025,2023-03-13,발빠짐,사당(2)역,18:00:00,
1026,2023-03-11,출입문관련,사당(4)역,14:15:00,
1027,2023-03-11,승강설비관련,종로3가(1)역,16:22:00,
1028,2023-03-10,역구내 사고,강동역,07:06:00,
1029,2023-03-10,역구내 사고,석계(6)역,11:23:00,
1030,2023-03-10,열차내 사고,석계역,17:56:00,
1031,2023-03-10,출입문관련,신도림(2)역,16:32:00,
1032,2023-03-10,출입문관련,상계역,10:45:00,
1033,2023-03-09,역구내 사고,을지로3가(3)역,15:30:00,
1034,2023-03-09,열차내 사고,신림역,08:29:00,
1035,2023-03-09,열차내 사고,석계(1)역,17:56:00,
1036,2023-03-08,열차내 사고,서대문역,18:23:00,
1037,2023-03-07,열차내 사고,봉천역,08:51:00,
1038,2023-03-07,역구내 사고,사당(4)역,23:29:00,
1039,2023-03-06,출입문관련,교대(2)역,18:55:00,
1040,2023-03-04,출입문관련,방화역,16:49:00,
1041,2023-03-03,역구내 사고,을지로3가(3)역,14:17:00,
1042,2023-03-03,열차내 사고,목동역,18:12:00,
1043,2023-03-02,발빠짐,홍제역,08:12:00,
1044,2023-03-02,출입문관련,동대문역사문화공원(4)역,07:11:00,
1045,2023-03-02,출입문관련,동대문역사문화공원(4)역,07:11:00,
1046,2023-02-28,역구내 사고,무악재역,11:57:00,
1047,2023-02-27,발빠짐,청량리역,08:05:00,
1048,2023-02-27,발빠짐,청량리역,08:05:00,
1049,2023-02-27,출입문관련,사당(2)역,18:41:00,
1050,2023-02-26,승강설비관련,오목교역,15:58:00,
1051,2023-02-25,열차내 사고,구의역,09:31:00,
1052,2023-02-25,출입문관련,구로디지털단지역,09:31:00,
1053,2023-02-24,승강설비관련,마들역,12:26:00,
1054,2023-02-23,역구내 사고,삼성역,12:45:00,
1055,2023-02-23,출입문관련,방화역,08:46:00,
1056,2023-02-23,출입문관련,남부터미널역,16:48:00,
1057,2023-02-23,출입문관련,종로3가(1)역,08:45:00,
1058,2023-02-22,출입문관련,남한산성역,08:59:00,
1059,2023-02-21,역구내 사고,금호역,12:31:00,
1060,2023-02-20,열차내 사고,합정(2)역,18:34:00,
1061,2023-02-20,열차내 사고,종로3가(1)역,18:15:00,
1062,2023-02-18,출입문관련,남성역,16:49:00,
1063,2023-02-15,열차내 사고,종로3가(1)역,09:25:00,
1064,2023-02-15,열차내 사고,신설동(1)역,09:15:00,
1065,2023-02-14,열차내 사고,금정역,08:30:00,
1066,2023-02-13,열차내 사고,양평역,19:46:00,
1067,2023-02-12,열차내 사고,금정역,19:35:00,
1068,2023-02-10,열차내 사고,천호(5)역,08:30:00,
1069,2023-02-10,열차내 사고,을지로3가(2)역,16:27:00,
1070,2023-02-10,열차내 사고,회기역,18:38:00,
1071,2023-02-08,역구내 사고,경복궁(3)역,11:00:00,
1072,2023-02-08,출입문관련,서초역,15:06:00,
1073,2023-02-07,출입문관련,아차산역,17:59:00,
1074,2023-02-07,발빠짐,군자(7)역,08:20:00,
1075,2023-02-06,출입문관련,구로디지털단지역,08:14:00,
1076,2023-02-04,출입문관련,선릉(2)역,13:21:00,
1077,2023-02-03,출입문관련,오금(3)역,17:51:00,
1078,2023-01-31,역구내 사고,선릉(2)역,06:02:00,
1079,2023-01-30,발빠짐,동대문역사문화공원(4)역,08:10:00,
1080,2023-01-30,역구내 사고,애오개역,09:33:00,
1081,2023-01-30,역구내 사고,잠실(2)역,15:29:00,
1082,2023-01-30,열차내 사고,신설동(1)역,18:34:00,
1083,2023-01-30,역구내 사고,잠실(2)역,15:29:00,
1084,2023-01-29,기타,고려대역,16:34:00,
1085,2023-01-29,역구내 사고,고려대역,17:51:00,
1086,2023-01-29,발빠짐,신촌역,22:07:00,
1087,2023-01-28,열차내 사고,성신여대입구역,18:24:00,
1088,2023-01-28,승강설비관련,논현역,07:04:00,
1089,2023-01-28,역구내 사고,종로3가(3)역,22:07:00,
1090,2023-01-28,발빠짐,동대문역사문화공원(2)역,18:58:00,
1091,2023-01-27,열차내 사고,고속터미널(3)역,09:10:00,
1092,2023-01-27,역구내 사고,양재역,08:38:00,
1093,2023-01-26,역구내 사고,종합운동장역,08:19:00,
1094,2023-01-26,역구내 사고,뚝섬유원지역,10:56:00,
1095,2023-01-25,발빠짐,서울(1)역,08:19:00,
1096,2023-01-25,발빠짐,도봉산(7)역,06:56:00,
1097,2023-01-22,역구내 사고,고속터미널(3)역,06:47:00,
1098,2023-01-19,출입문관련,강동역,13:41:00,
1099,2023-01-18,출입문관련,신도림(1)역,15:30:00,
1100,2023-01-18,열차내 사고,철산역,08:39:00,
1101,2023-01-18,역구내 사고,온수(7)역,08:15:00,
1102,2023-01-17,출입문관련,삼성역,19:09:00,
1103,2023-01-17,발빠짐,동대문역사문화공원(5)역,18:25:00,
1104,2023-01-16,발빠짐,철산역,18:42:00,
1105,2023-01-16,출입문관련,군자(5)역,07:40:00,
1106,2023-01-16,승강설비관련,사당(2)역,13:03:00,
1107,2023-01-15,승강설비관련,약수(3)역,08:59:00,
1108,2023-01-14,발빠짐,충무로(3)역,09:26:00,
1109,2023-01-12,출입문관련,수유역,17:44:00,
1110,2023-01-10,발빠짐,목동역,18:09:00,
1111,2023-01-10,발빠짐,구로디지털단지역,07:43:00,
1112,2023-01-10,열차내 사고,동작역,15:40:00,
1113,2023-01-10,출입문관련,영등포구청(5)역,18:40:00,
1114,2023-01-09,열차내 사고,종로5가역,14:45:00,
1115,2023-01-08,출입문관련,을지로입구역,16:36:00,
1116,2023-01-06,열차내 사고,시청(1)역,08:23:00,
1117,2023-01-06,열차내 사고,동대문(1)역,08:23:00,
1118,2023-01-06,발빠짐,동대문역사문화공원(4)역,22:37:00,
1119,2023-01-06,열차내 사고,구로역,08:24:00,
1120,2023-01-06,열차내 사고,회기역,09:05:00,
1121,2023-01-06,열차내 사고,시청(1)역,08:23:00,
1122,2023-01-04,열차내 사고,구의역,12:13:00,
1123,2023-01-04,역구내 사고,역삼역,18:05:00,
1124,2023-01-04,열차내 사고,청량리역,10:30:00,
1125,2023-01-03,출입문관련,서울(4)역,09:56:00,
1126,2023-01-03,열차내 사고,종각역,09:28:00,
1127,2023-01-02,열차내 사고,낙성대역,15:34:00,
1128,2023-01-02,출입문관련,도화역,15:48:00,
1129,2023-01-02,출입문관련,문래역,08:23:00,
1130,2022-12-30,역구내 사고,광나루역,12:05:00,
1131,2022-12-29,열차내 사고,을지로3가(3)역,18:18:00,
1132,2022-12-27,열차내 사고,동묘앞(1)역,08:09:00,
1133,2022-12-27,열차내 사고,먹골역,11:05:00,
1134,2022-12-26,출입문관련,종로3가(3)역,15:58:00,
1135,2022-12-26,역구내 사고,구파발(3)역,00:08:00,
1136,2022-12-25,출입문관련,대림(7)역,16:27:00,
1137,2022-12-25,출입문관련,장한평역,09:13:00,
1138,2022-12-23,발빠짐,합정(6)역,18:43:00,
1139,2022-12-22,출입문관련,을지로입구역,18:52:00,
1140,2022-12-21,역구내 사고,보라매역,16:50:00,
1141,2022-12-21,역구내 사고,신도림(2)역,18:10:00,
1142,2022-12-21,역구내 사고,용답역,16:21:00,
1143,2022-12-20,승강설비관련,증산역,07:02:00,
1144,2022-12-19,열차내 사고,종로3가(1)역,12:52:00,
1145,2022-12-18,역구내 사고,창동역,07:03:00,
1146,2022-12-18,역구내 사고,창동역,07:03:00,
1147,2022-12-17,역구내 사고,문래역,08:48:00,
1148,2022-12-16,열차내 사고,석촌역,08:01:00,
1149,2022-12-16,출입문관련,동대문역사문화공원(2)역,14:39:00,
1150,2022-12-15,역구내 사고,삼성역,20:45:00,
1151,2022-12-15,승강설비관련,경복궁(3)역,21:49:00,
1152,2022-12-15,역구내 사고,경복궁(3)역,14:37:00,
1153,2022-12-15,열차내 사고,신도림(2)역,12:42:00,
1154,2022-12-12,열차내 사고,오금(3)역,16:53:00,
1155,2022-12-12,역구내 사고,잠실새내역,20:11:00,
1156,2022-12-11,역구내 사고,상봉역,22:28:00,
1157,2022-12-10,출입문관련,회현역,20:43:00,
1158,2022-12-09,열차내 사고,사당(4)역,08:50:00,
1159,2022-12-09,발빠짐,을지로3가(2)역,22:48:00,
1160,2022-12-09,출입문관련,교대(3)역,18:03:00,
1161,2022-12-08,역구내 사고,제기동역,14:56:00,
1162,2022-12-08,출입문관련,천호(8)역,07:52:00,
1163,2022-12-07,열차내 사고,문정역,08:44:00,
1164,2022-12-07,발빠짐,철산역,18:30:00,
1165,2022-12-06,발빠짐,불광(3)역,09:00:00,
1166,2022-12-06,열차내 사고,삼송역,16:05:00,
1167,2022-12-06,역구내 사고,성수역,08:11:00,
1168,2022-12-06,역구내 사고,삼성역,17:22:00,
1169,2022-12-04,열차내 사고,청량리역,13:38:00,
1170,2022-12-03,열차내 사고,신도림(2)역,17:20:00,
1171,2022-12-03,기타,건대입구(2)역,22:00:00,
1172,2022-12-03,열차내 사고,신도림(2)역,17:20:00,
1173,2022-12-03,열차내 사고,신도림(2)역,17:20:00,
1174,2022-12-02,발빠짐,동대문역사문화공원(4)역,19:18:00,
1175,2022-12-01,승강설비관련,한성대입구역,11:12:00,
1176,2022-12-01,승강설비관련,화랑대역,14:56:00,
1177,2022-11-30,발빠짐,회현역,17:29:00,
1178,2022-11-30,발빠짐,서울(4)역,18:42:00,
1179,2022-11-30,열차내 사고,철산역,17:10:00,
1180,2022-11-30,발빠짐,동대문역사문화공원(4)역,07:05:00,
1181,2022-11-30,열차내 사고,연신내(3)역,18:35:00,
1182,2022-11-30,열차내 사고,미아사거리역,10:22:00,
1183,2022-11-29,출입문관련,동대문역사문화공원(2)역,08:29:00,
1184,2022-11-29,열차내 사고,신림역,08:22:00,
1185,2022-11-29,발빠짐,을지로4가(2)역,08:54:00,
1186,2022-11-29,출입문관련,종로3가(3)역,07:50:00,
1187,2022-11-28,승강설비관련,사가정역,15:42:00,
1188,2022-11-28,역구내 사고,신사역,22:05:00,
1189,2022-11-27,승강설비관련,마곡역,15:49:00,
1190,2022-11-26,열차내 사고,서울(1)역,14:29:00,
1191,2022-11-26,열차내 사고,아현역,14:29:00,
1192,2022-11-26,발빠짐,동대문(4)역,14:40:00,
1193,2022-11-25,승강설비관련,압구정역,17:41:00,
1194,2022-11-24,열차내 사고,서울(1)역,14:29:00,
1195,2022-11-24,역구내 사고,구의역,18:10:00,
1196,2022-11-24,열차내 사고,을지로3가(2)역,10:38:00,
1197,2022-11-24,역구내 사고,역삼역,17:29:00,
1198,2022-11-24,출입문관련,신림역,18:58:00,
1199,2022-11-23,출입문관련,장승배기역,13:21:00,
1200,2022-11-23,출입문관련,화곡역,16:18:00,
1201,2022-11-22,발빠짐,금호역,09:21:00,
1202,2022-11-22,발빠짐,왕십리(5)역,08:00:00,
1203,2022-11-22,열차내 사고,혜화역,08:40:00,
1204,2022-11-22,발빠짐,금호역,09:21:00,
1205,2022-11-21,열차내 사고,개봉역,09:59:00,
1206,2022-11-21,열차내 사고,천호(5)역,08:34:00,
1207,2022-11-18,역구내 사고,잠실(2)역,13:21:00,
1208,2022-11-17,승강설비관련,합정(6)역,12:24:00,
1209,2022-11-17,출입문관련,압구정역,15:38:00,
1210,2022-11-17,승강설비관련,합정(6)역,12:24:00,
1211,2022-11-17,승강설비관련,옥수역,08:25:00,
1212,2022-11-16,열차내 사고,도봉산(7)역,08:10:00,
1213,2022-11-16,열차내 사고,사가정역,08:12:00,
1214,2022-11-16,출입문관련,이촌역,15:42:00,
1215,2022-11-15,출입문관련,명일역,17:58:00,
1216,2022-11-15,출입문관련,천호(5)역,19:23:00,
1217,2022-11-14,출입문관련,남위례역,08:35:00,
1218,2022-11-12,출입문관련,왕십리(2)역,16:37:00,
1219,2022-11-12,출입문관련,왕십리(2)역,17:00:00,
1220,2022-11-09,발빠짐,고속터미널(7)역,15:39:00,
1221,2022-11-09,출입문관련,동대문(1)역,13:34:00,
1222,2022-11-08,승강설비관련,신정역,16:14:00,
1223,2022-11-05,열차내 사고,압구정역,08:56:00,
1224,2022-11-05,역구내 사고,구로디지털단지역,17:10:00,
1225,2022-11-03,열차내 사고,시청(1)역,08:09:00,
1226,2022-11-03,발빠짐,공릉역,23:04:00,
1227,2022-11-03,열차내 사고,종각역,08:08:00,
1228,2022-11-03,출입문관련,동대문역사문화공원(4)역,19:38:00,
1229,2022-11-03,열차내 사고,시청(1)역,08:14:00,
1230,2022-11-03,열차내 사고,서울(1)역,08:09:00,
1231,2022-11-01,역구내 사고,숙대입구역,17:16:00,
1232,2022-11-01,출입문관련,을지로3가(2)역,09:16:00,
1233,2022-11-01,열차내 사고,이수(4)역,08:58:00,
1234,2022-10-31,출입문관련,남부터미널역,05:57:00,
1235,2022-10-29,발빠짐,옥수역,22:21:00,
1236,2022-10-27,열차내 사고,철산역,19:10:00,
1237,2022-10-26,발빠짐,동대문역사문화공원(4)역,08:29:00,
1238,2022-10-24,출입문관련,강일역,14:41:00,
1239,2022-10-24,발빠짐,동대문역사문화공원(4)역,07:49:00,
1240,2022-10-24,열차내 사고,충무로(4)역,05:45:00,
1241,2022-10-22,발빠짐,충무로(3)역,20:32:00,
1242,2022-10-22,발빠짐,충무로(3)역,20:32:00,
1243,2022-10-20,승강설비관련,문정역,19:02:00,
1244,2022-10-19,출입문관련,회현역,09:00:00,
1245,2022-10-18,출입문관련,교대(2)역,15:45:00,
1246,2022-10-17,출입문관련,금호역,10:02:00,
1247,2022-10-15,열차내 사고,회기역,14:42:00,
1248,2022-10-15,열차내 사고,신대방역,23:30:00,
1249,2022-10-15,열차내 사고,하남시청역,17:00:00,
1250,2022-10-14,열차내 사고,신림역,16:20:00,
1251,2022-10-14,출입문관련,청구(6)역,13:02:00,
1252,2022-10-13,발빠짐,동대문(4)역,12:18:00,
1253,2022-10-13,발빠짐,고속터미널(7)역,12:28:00,
1254,2022-10-12,역구내 사고,을지로3가(2)역,15:56:00,
1255,2022-10-11,열차내 사고,종각역,10:11:00,
1256,2022-10-10,출입문관련,군자(7)역,15:20:00,
1257,2022-10-10,역구내 사고,구파발(3)역,17:42:00,
1258,2022-10-10,열차내 사고,안국역,16:20:00,
1259,2022-10-09,열차내 사고,인덕원역,12:20:00,
1260,2022-10-06,역구내 사고,신도림(2)역,21:25:00,
1261,2022-10-06,출입문관련,노원(7)역,14:03:00,
1262,2022-10-05,출입문관련,도봉산(7)역,19:44:00,
1263,2022-10-05,출입문관련,종로3가(3)역,11:19:00,
1264,2022-10-05,출입문관련,교대(3)역,18:04:00,
1265,2022-10-04,열차내 사고,선릉(2)역,08:23:00,
1266,2022-10-02,출입문관련,혜화역,19:58:00,
1267,2022-09-30,열차내 사고,연신내(3)역,15:36:00,
1268,2022-09-30,열차내 사고,논현역,08:36:00,
1269,2022-09-30,출입문관련,연신내(3)역,09:48:00,
1270,2022-09-29,출입문관련,군자(5)역,18:45:00,
1271,2022-09-28,발빠짐,가산디지털단지(7)역,18:16:00,
1272,2022-09-24,발빠짐,충정로(2)역,16:12:00,
1273,2022-09-23,역구내 사고,화곡역,08:37:00,
1274,2022-09-22,출입문관련,천호(5)역,17:27:00,
1275,2022-09-22,발빠짐,동대문역사문화공원(5)역,08:39:00,
1276,2022-09-22,출입문관련,창동역,09:45:00,
1277,2022-09-21,열차내 사고,산본역,11:58:00,
1278,2022-09-20,출입문관련,신촌역,16:33:00,
1279,2022-09-19,승강설비관련,혜화역,08:25:00,
1280,2022-09-19,열차내 사고,대림(2)역,09:00:00,
1281,2022-09-19,출입문관련,이수(4)역,09:08:00,
1282,2022-09-17,발빠짐,동작역,16:20:00,
1283,2022-09-17,출입문관련,동대문역사문화공원(5)역,11:28:00,
1284,2022-09-16,역구내 사고,압구정역,08:16:00,
1285,2022-09-16,열차내 사고,대림(2)역,16:38:00,
1286,2022-09-16,열차내 사고,압구정역,09:07:00,
1287,2022-09-11,승강설비관련,공덕(6)역,13:23:00,
1288,2022-09-08,출입문관련,하남풍산역,16:17:00,
1289,2022-09-07,발빠짐,압구정역,18:02:00,
1290,2022-09-07,열차내 사고,여의도역,18:23:00,
1291,2022-09-06,열차내 사고,상일동역,08:56:00,
1292,2022-09-05,역구내 사고,이촌역,17:44:00,
1293,2022-09-05,열차내 사고,쌍문역,14:51:00,
1294,2022-09-05,승강설비관련,고덕역,12:26:00,
1295,2022-09-04,열차내 사고,관악역,15:20:00,
1296,2022-09-03,발빠짐,을지로3가(2)역,14:14:00,
1297,2022-09-02,역구내 사고,디지털미디어시티역,09:05:00,
1298,2022-09-01,열차내 사고,까치울역,17:40:00,
1299,2022-09-01,열차내 사고,천호(5)역,19:03:00,
1300,2022-09-01,역구내 사고,잠실(2)역,17:55:00,
1301,2022-09-01,열차내 사고,사가정역,08:07:00,
1302,2022-08-30,승강설비관련,가산디지털단지(7)역,13:10:00,
1303,2022-08-30,출입문관련,신길역,18:28:00,
1304,2022-08-30,열차내 사고,사당(4)역,19:27:00,
1305,2022-08-30,열차내 사고,동대문역사문화공원(5)역,13:43:00,
1306,2022-08-29,출입문관련,문정역,18:43:00,
1307,2022-08-28,발빠짐,시청(2)역,09:52:00,
1308,2022-08-25,역구내 사고,거여역,05:40:00,
1309,2022-08-25,열차내 사고,하남시청역,18:50:00,
1310,2022-08-24,발빠짐,문정역,18:07:00,
1311,2022-08-23,출입문관련,을지로4가(2)역,18:57:00,
1312,2022-08-23,발빠짐,동대문역사문화공원(4)역,06:50:00,
1313,2022-08-22,역구내 사고,화랑대역,13:35:00,
1314,2022-08-20,출입문관련,홍대입구역,23:33:00,
1315,2022-08-20,출입문관련,수유역,16:27:00,
1316,2022-08-19,출입문관련,군자(5)역,17:00:00,
1317,2022-08-19,출입문관련,동대문역사문화공원(4)역,16:08:00,
1318,2022-08-19,출입문관련,대림(7)역,08:28:00,
1319,2022-08-18,발빠짐,고속터미널(7)역,15:00:00,
1320,2022-08-17,발빠짐,충무로(3)역,08:48:00,
1321,2022-08-16,승강설비관련,남구로역,07:21:00,
1322,2022-08-16,출입문관련,도림천역,08:22:00,
1323,2022-08-15,출입문관련,충무로(4)역,16:21:00,
1324,2022-08-13,출입문관련,동대문(1)역,15:18:00,
1325,2022-08-13,역구내 사고,미사역,11:30:00,
1326,2022-08-12,발빠짐,시청(2)역,11:34:00,
1327,2022-08-12,승강설비관련,가산디지털단지(7)역,08:17:00,
1328,2022-08-12,출입문관련,서울(4)역,07:50:00,
1329,2022-08-11,역구내 사고,서울(1)역,10:35:00,
1330,2022-08-10,열차내 사고,강동역,06:44:00,
1331,2022-08-09,역구내 사고,압구정역,12:14:00,
1332,2022-08-08,발빠짐,충무로(3)역,16:47:00,
1333,2022-08-07,열차내 사고,신당(6)역,12:28:00,
1334,2022-08-05,열차내 사고,사가정역,22:00:00,
1335,2022-08-05,열차내 사고,사당(4)역,19:50:00,
1336,2022-08-03,역구내 사고,대청역,05:12:00,
1337,2022-08-03,역구내 사고,연신내(6)역,07:40:00,
1338,2022-08-03,출입문관련,대림(7)역,12:40:00,
1339,2022-08-03,역구내 사고,사당(4)역,06:19:00,
1340,2022-08-02,역구내 사고,용두역,13:00:00,
1341,2022-08-02,역구내 사고,남구로역,18:05:00,
1342,2022-08-01,발빠짐,신촌역,12:33:00,
1343,2022-08-01,역구내 사고,구파발(3)역,08:24:00,
1344,2022-08-01,열차내 사고,제기동역,13:10:00,
1345,2022-08-01,발빠짐,신촌역,08:24:00,
1346,2022-08-01,출입문관련,동대문역사문화공원(4)역,16:39:00,
1347,2022-07-31,출입문관련,철산역,20:08:00,
1348,2022-07-31,승강설비관련,사가정역,22:48:00,
1349,2022-07-29,출입문관련,망원역,13:26:00,
1350,2022-07-29,출입문관련,가락시장(8)역,17:21:00,
1351,2022-07-27,발빠짐,철산역,08:20:00,
1352,2022-07-27,출입문관련,건대입구(2)역,07:42:00,
1353,2022-07-27,출입문관련,동대문역사문화공원(5)역,18:35:00,
1354,2022-07-27,출입문관련,고려대역,18:33:00,
1355,2022-07-27,출입문관련,동대문역사문화공원(5)역,18:35:00,
1356,2022-07-26,발빠짐,경복궁(3)역,08:40:00,
1357,2022-07-26,역구내 사고,영등포구청(2)역,17:40:00,
1358,2022-07-25,출입문관련,잠실(2)역,10:58:00,
1359,2022-07-25,출입문관련,대림(7)역,16:59:00,
1360,2022-07-25,출입문관련,불광(3)역,08:24:00,
1361,2022-07-25,출입문관련,연신내(3)역,10:50:00,
1362,2022-07-23,출입문관련,범계역,18:15:00,
1363,2022-07-22,출입문관련,굽은다리역,22:01:00,
1364,2022-07-22,열차내 사고,제기동역,15:28:00,
1365,2022-07-22,열차내 사고,동대문(4)역,07:50:00,
1366,2022-07-21,출입문관련,충무로(4)역,19:00:00,
1367,2022-07-21,출입문관련,영등포구청(5)역,10:21:00,
1368,2022-07-21,출입문관련,고속터미널(3)역,17:36:00,
1369,2022-07-21,역구내 사고,서울대입구역,17:25:00,
1370,2022-07-19,역구내 사고,녹사평역,13:33:00,
1371,2022-07-18,열차내 사고,방배역,17:58:00,
1372,2022-07-16,출입문관련,사당(2)역,20:28:00,
1373,2022-07-16,발빠짐,고속터미널(7)역,16:36:00,
1374,2022-07-15,출입문관련,상록수역,09:45:00,
1375,2022-07-15,승강설비관련,독립문역,09:36:00,
1376,2022-07-15,열차내 사고,보라매역,18:40:00,
1377,2022-07-14,발빠짐,성신여대입구역,10:45:00,
1378,2022-07-14,출입문관련,강동역,08:39:00,
1379,2022-07-14,역구내 사고,홍제역,15:35:00,
1380,2022-07-13,역구내 사고,성수역,15:45:00,
1381,2022-07-13,발빠짐,천호(5)역,22:30:00,
1382,2022-07-13,출입문관련,건대입구(7)역,18:42:00,
1383,2022-07-11,발빠짐,철산역,18:47:00,
1384,2022-07-10,출입문관련,불광(3)역,19:25:00,
1385,2022-07-09,역구내 사고,성수역,21:22:00,
1386,2022-07-08,발빠짐,서울(1)역,20:19:00,
1387,2022-07-08,출입문관련,수리산역,08:25:00,
1388,2022-07-07,발빠짐,신촌역,21:13:00,
1389,2022-07-06,출입문관련,충무로(3)역,12:39:00,
1390,2022-07-05,출입문관련,마포역,17:47:00,
1391,2022-07-05,출입문관련,신당(2)역,08:13:00,
1392,2022-07-04,출입문관련,김포공항(5)역,15:20:00,
1393,2022-07-03,발빠짐,철산역,12:24:00,
1394,2022-07-01,발빠짐,구로디지털단지역,18:19:00,
1395,2022-07-01,열차내 사고,먹골역,08:30:00,
1396,2022-07-01,열차내 사고,여의도역,08:10:00,
1397,2022-07-01,승강설비관련,오금(3)역,18:10:00,
1398,2022-06-30,열차내 사고,교대(2)역,08:50:00,
1399,2022-06-30,역구내 사고,노원(7)역,11:04:00,
1400,2022-06-30,발빠짐,군자(7)역,08:23:00,
1401,2022-06-30,역구내 사고,공릉역,08:16:00,
1402,2022-06-29,열차내 사고,사당(4)역,16:16:00,
1403,2022-06-29,열차내 사고,이촌역,18:15:00,
1404,2022-06-29,출입문관련,신대방역,22:17:00,
1405,2022-06-29,역구내 사고,방배역,16:51:00,
1406,2022-06-28,열차내 사고,광화문역,06:45:00,
1407,2022-06-28,역구내 사고,광화문역,22:20:00,
1408,2022-06-28,역구내 사고,광흥창역,16:30:00,
1409,2022-06-27,열차내 사고,선릉(2)역,18:24:00,
1410,2022-06-27,출입문관련,사당(2)역,14:08:00,
1411,2022-06-27,출입문관련,상일동역,18:15:00,
1412,2022-06-27,열차내 사고,선릉(2)역,18:24:00,
1413,2022-06-27,기타,노원(4)역,15:00:00,
1414,2022-06-25,출입문관련,청량리역,18:26:00,
1415,2022-06-24,발빠짐,동대문역사문화공원(5)역,23:10:00,
1416,2022-06-24,열차내 사고,양재역,08:20:00,
1417,2022-06-23,역구내 사고,건대입구(2)역,00:00:00,
1418,2022-06-23,출입문관련,대청(3)역,19:54:00,
1419,2022-06-23,승강설비관련,학동역,19:09:00,
1420,2022-06-23,출입문관련,상봉역,17:07:00,
1421,2022-06-21,발빠짐,단대오거리역,08:57:00,
1422,2022-06-18,열차내 사고,충정로(5)역,17:17:00,
1423,2022-06-17,발빠짐,동대문역사문화공원(4)역,18:30:00,
1424,2022-06-15,승강설비관련,구산역,17:00:00,
1425,2022-06-14,출입문관련,우장산역,15:56:00,
1426,2022-06-14,출입문관련,봉천역,11:59:00,
1427,2022-06-13,열차내 사고,K4543열차,08:31:00,
1428,2022-06-13,열차내 사고,이태원역,08:31:00,
1429,2022-06-13,발빠짐,성신여대입구역,14:03:00,
